Customer No|Date Purchased|SKU|Price|Items Left|Total Cases Ordered
285|20170101|42831001|0.638|102|9
285|20170101|43329001|1.1990000000000003|94|9
285|20170101|42732001|3.1790000000000003|97|8
285|20170101|43806001|2.4420000000000006|92|8
285|20170101|44140001|3.036|93|8
285|20170101|43338001|1.4190000000000003|88|8
285|20170101|43173001|0.803|104|9
285|20170101|42377001|0.7480000000000001|94|8
285|20170101|43673001|1.551|89|8
285|20170101|42271001|8.778|97|8
285|20170101|42989001|2.145|100|8
285|20170101|42539001|9.559000000000001|104|9
285|20170101|42313001|2.519|232|21
285|20170101|43549001|3.0690000000000004|97|8
285|20170101|42646001|6.589|89|7
285|20170101|43743001|4.191000000000001|95|8
285|20170101|42957001|2.0570000000000004|95|8
285|20170101|43062001|3.102|94|8
285|20170101|42254001|3.1130000000000004|101|8
285|20170101|42757001|3.971|90|8
285|20170101|44153001|12.089|80|7
285|20170101|43211001|11.539000000000001|105|9
285|20170101|42170001|3.3000000000000003|93|8
285|20170101|44146001|3.0140000000000007|97|8
285|20170101|43207001|2.3760000000000003|96|8
285|20170101|43398001|5.159000000000001|108|9
285|20170101|43873001|1.9690000000000003|78|7
285|20170101|43562001|0.561|99|8
285|20170101|43023001|25.289|103|9
285|20170101|44044001|1.4190000000000003|103|9
285|20170101|42221001|3.861|93|8
285|20170101|44088001|2.849|90|8
285|20170101|43691001|4.059|97|8
285|20170101|42514001|4.719|97|8
285|20170101|43817001|2.827|90|7
285|20170101|42680001|1.881|96|8
285|20170101|44030001|0.8690000000000001|104|9
285|20170101|42450001|3.2890000000000006|118|10
285|20170101|43144001|2.387|89|8
285|20170101|43722001|1.6830000000000003|97|8
285|20170101|43329001|1.1990000000000003|93|9
285|20170101|43757001|3.2890000000000006|100|8
285|20170101|43961001|3.619|92|8
285|20170101|44058001|2.706|95|8
285|20170101|43439001|3.2890000000000006|94|8
285|20170101|43609001|8.239|88|8
285|20170101|42538001|1.1990000000000003|94|8
285|20170101|42562001|2.959|121|11
285|20170101|43528001|5.489000000000001|136|12
285|20170101|42605001|11.539000000000001|103|9
285|20170101|42091001|7.689000000000001|121|10
285|20170101|43790001|1.1|97|8
285|20170101|43549001|3.0690000000000004|96|8
285|20170101|42894001|2.75|96|9
285|20170101|44114001|2.3760000000000003|86|7
285|20170101|43975001|1.4190000000000003|94|8
285|20170101|42517001|4.719|96|8
285|20170101|42614001|12.089|104|9
285|20170101|42640001|4.279000000000001|91|8
285|20170101|42939001|2.75|94|9
285|20170101|42216001|3.0140000000000007|95|8
285|20170101|42094001|3.2890000000000006|94|8
285|20170101|43174001|1.0120000000000002|89|8
285|20170101|43757001|3.2890000000000006|99|8
285|20170101|43935001|1.573|95|8
285|20170101|42586001|12.089|95|8
285|20170101|42190001|3.74|94|8
285|20170101|43003001|2.552|102|8
286|20170101|42356001|2.079|241|23
286|20170101|42941001|2.75|115|10
286|20170101|42331001|4.829|135|11
286|20170101|44025001|0.8690000000000001|103|9
286|20170101|42939001|2.75|93|9
286|20170101|42641001|4.389|98|8
286|20170101|43644001|2.9810000000000003|87|8
286|20170101|42863001|1.639|92|8
286|20170101|43402001|3.2890000000000006|110|9
286|20170101|44088001|2.849|89|8
286|20170101|43052001|2.4090000000000003|92|8
286|20170101|44126001|3.619|87|7
286|20170101|43485001|4.609000000000001|96|8
286|20170101|43974001|1.4190000000000003|92|8
286|20170101|42085001|3.2890000000000006|95|8
287|20170101|42358001|2.079|236|23
287|20170101|42128001|1.276|94|8
287|20170101|44099001|2.519|88|8
287|20170101|43682001|3.8390000000000004|92|8
287|20170101|42292001|8.789000000000001|82|7
287|20170101|43145001|3.091|92|8
288|20170101|42432001|1.837|89|7
288|20170101|42972001|0.55|87|7
288|20170101|43357001|1.4190000000000003|102|9
288|20170101|42451001|1.573|100|8
288|20170101|42451001|1.573|99|8
288|20170101|43833001|1.9800000000000002|89|8
288|20170101|42744001|2.519|97|8
288|20170101|43749001|3.2890000000000006|93|8
288|20170101|43511001|0.7260000000000001|86|8
288|20170101|43866001|1.859|98|8
288|20170101|43591001|8.239|89|8
288|20170101|42967001|1.089|90|8
288|20170101|43757001|3.2890000000000006|98|8
288|20170101|42446001|9.669|118|10
288|20170101|43996001|2.431|100|9
288|20170101|42882001|2.75|93|8
288|20170101|43353001|1.4190000000000003|93|8
288|20170101|43019001|12.089|104|9
288|20170101|43728001|2.0020000000000002|99|8
288|20170101|43448001|3.619|102|9
288|20170101|42802001|3.8500000000000005|84|7
288|20170101|42296001|8.789000000000001|98|8
288|20170101|44096001|3.2890000000000006|92|8
288|20170101|43062001|3.102|93|8
288|20170101|43400001|5.159000000000001|112|10
288|20170101|42611001|11.319|102|9
288|20170101|42812001|2.6290000000000004|98|9
288|20170101|42779001|12.089|100|8
288|20170101|42516001|4.719|90|8
288|20170101|44042001|1.1990000000000003|101|8
288|20170101|42521001|4.389|138|12
288|20170101|42259001|0.913|93|8
288|20170101|43750001|1.606|99|8
288|20170101|42997001|1.639|95|8
288|20170101|42127001|1.9360000000000002|88|8
288|20170101|43812001|1.364|93|8
288|20170101|42564001|4.1690000000000005|140|12
288|20170101|43870001|4.719|99|8
288|20170101|42523001|3.8390000000000004|130|11
288|20170101|42901001|10.549000000000001|118|10
288|20170101|43853001|1.859|87|8
288|20170101|43416001|4.939000000000001|91|8
288|20170101|42349001|2.4090000000000003|129|12
288|20170101|44070001|1.529|108|9
288|20170101|43895001|3.5420000000000007|87|7
288|20170101|43216001|11.539000000000001|102|9
288|20170101|44013001|2.519|104|9
288|20170101|42567001|4.389|137|12
288|20170101|42622001|3.0690000000000004|93|8
288|20170101|43756001|3.2890000000000006|93|8
288|20170101|42663001|4.829|99|8
288|20170101|42401001|1.837|94|8
288|20170101|42646001|6.589|88|7
288|20170101|42495001|4.07|98|8
288|20170101|42369001|4.136|92|8
288|20170101|42639001|3.619|85|7
288|20170101|43091001|3.74|88|8
288|20170101|43324001|1.4190000000000003|96|8
288|20170101|42658001|1.9690000000000003|97|8
288|20170101|42737001|2.4970000000000003|95|8
288|20170101|42887001|5.489000000000001|98|8
288|20170101|44126001|3.619|86|7
288|20170101|43834001|2.596|96|8
289|20170101|42356001|2.079|240|23
289|20170101|43331001|1.4190000000000003|95|8
289|20170101|42602001|20.889|109|9
289|20170101|42524001|3.8390000000000004|141|12
289|20170101|43730001|2.189|86|7
289|20170101|42454001|1.7600000000000002|96|8
289|20170101|43491001|4.059|86|7
289|20170101|42646001|6.589|87|7
289|20170101|43638001|7.909000000000001|92|7
289|20170101|44017001|1.1990000000000003|91|8
289|20170101|42663001|4.829|98|8
289|20170101|42905001|4.829|105|10
289|20170101|43414001|3.2890000000000006|106|9
289|20170101|43748001|2.079|95|8
289|20170101|42536001|9.889000000000001|96|8
289|20170101|42236001|1.1|100|8
289|20170101|42504001|1.4080000000000001|87|8
289|20170101|42194001|1.595|96|8
289|20170101|43245001|4.939000000000001|98|8
289|20170101|42825001|1.353|106|9
289|20170101|42443001|4.829|110|9
289|20170101|42938001|2.75|118|10
289|20170101|42720001|1.078|100|8
289|20170101|42201001|4.1690000000000005|89|8
289|20170101|42910001|2.75|95|8
289|20170101|43499001|4.939000000000001|92|8
289|20170101|42409001|1.837|94|8
289|20170101|42773001|13.189000000000002|99|9
289|20170101|43279001|2.7390000000000003|98|8
289|20170101|42209001|2.035|101|9
289|20170101|43500001|4.059|104|9
289|20170101|43250001|7.689000000000001|97|8
289|20170101|43160001|2.8160000000000003|90|8
289|20170101|43228001|3.8280000000000003|108|9
289|20170101|43649001|1.32|102|9
289|20170101|43855001|2.2|92|8
289|20170101|44005001|2.178|94|8
289|20170101|42282001|8.789000000000001|89|7
289|20170101|44039001|0.8690000000000001|93|8
289|20170101|43075001|3.9820000000000007|94|8
289|20170101|42517001|4.719|95|8
289|20170101|42968001|3.8390000000000004|101|8
289|20170101|42147001|1.54|91|7
289|20170101|44126001|3.619|85|7
289|20170101|43862001|1.529|91|7
289|20170101|43579001|0.924|97|8
289|20170101|44014001|1.4190000000000003|89|8
289|20170101|43193001|2.079|100|9
289|20170101|42907001|2.75|93|8
289|20170101|43264001|2.7390000000000003|93|8
289|20170101|42171001|3.3000000000000003|90|8
289|20170101|42900001|4.829|111|10
289|20170101|44038001|0.8690000000000001|103|9
289|20170101|43332001|1.4190000000000003|98|9
289|20170101|42200001|1.287|92|8
289|20170101|43073001|2.7390000000000003|94|8
289|20170101|43599001|1.1990000000000003|91|8
289|20170101|42532001|6.039000000000001|91|8
289|20170101|43104001|1.826|98|9
289|20170101|42699001|3.0690000000000004|81|7
289|20170101|44009001|1.309|91|8
289|20170101|42311001|2.519|237|22
289|20170101|43487001|4.609000000000001|95|8
289|20170101|43022001|12.089|99|9
289|20170101|43721001|1.067|98|8
289|20170101|42090001|5.269|92|8
289|20170101|43067001|2.915|89|8
289|20170101|42899001|4.829|97|8
289|20170101|42962001|4.059|95|8
289|20170101|42782001|2.4090000000000003|101|9
289|20170101|43383001|1.265|90|8
289|20170101|42813001|1.859|92|8
289|20170101|42296001|8.789000000000001|97|8
289|20170101|43333001|1.1990000000000003|92|8
289|20170101|42713001|2.6290000000000004|91|8
289|20170101|43897001|3.036|103|9
289|20170101|42469001|1.2429999999999999|86|7
289|20170101|42734001|1.089|95|8
289|20170101|43618001|5.599|96|8
289|20170101|43937001|1.804|103|9
289|20170101|42634001|3.8390000000000004|102|8
289|20170101|43208001|1.9690000000000003|92|8
289|20170101|42718001|2.6290000000000004|97|8
289|20170101|43535001|8.789000000000001|92|8
289|20170101|43780001|2.09|97|8
289|20170101|43168001|2.64|90|7
289|20170101|43189001|1.4410000000000003|93|8
289|20170101|43096001|1.0230000000000001|91|8
289|20170101|43817001|2.827|89|7
289|20170101|42965001|3.2890000000000006|100|8
289|20170101|43963001|1.4190000000000003|93|8
289|20170101|42454001|1.7600000000000002|95|8
289|20170101|43349001|1.4190000000000003|99|8
290|20170101|43937001|1.804|102|9
290|20170101|43845001|10.879000000000001|93|8
291|20170101|42359001|4.059|255|23
291|20170101|43395001|4.1690000000000005|114|10
291|20170101|42267001|1.859|137|12
291|20170101|43768001|2.827|92|8
291|20170101|42199001|3.9930000000000003|89|8
291|20170101|42977001|0.638|88|8
291|20170101|44049001|2.1670000000000003|108|9
291|20170101|44049001|2.1670000000000003|107|9
291|20170101|43650001|3.674|90|8
291|20170101|43411001|3.2890000000000006|92|8
291|20170101|42487001|2.5410000000000004|103|9
291|20170101|42286001|8.789000000000001|99|8
291|20170101|42613001|10.989|109|9
291|20170101|43888001|3.608|103|9
291|20170101|42516001|4.719|89|8
291|20170101|42656001|6.589|99|8
291|20170101|43203001|3.619|94|8
291|20170101|42370001|3.2450000000000006|93|8
291|20170101|42662001|1.859|98|8
291|20170101|43558001|4.224|84|7
291|20170101|43272001|1.7490000000000003|92|8
291|20170101|42945001|1.9140000000000001|91|8
291|20170101|43646001|1.4190000000000003|94|8
291|20170101|42487001|2.5410000000000004|102|9
291|20170101|43026001|9.559000000000001|104|9
291|20170101|42740001|3.0250000000000004|97|8
291|20170101|43733001|3.8720000000000003|96|8
291|20170101|42789001|9.889000000000001|106|9
291|20170101|43116001|1.881|94|8
291|20170101|43571001|1.056|103|9
291|20170101|42372001|3.0140000000000007|102|9
291|20170101|43691001|4.059|96|8
291|20170101|44065001|1.529|94|8
291|20170101|42093001|2.7390000000000003|83|7
291|20170101|42697001|3.0690000000000004|98|8
291|20170101|42383001|4.609000000000001|91|8
292|20170101|42357001|4.059|232|23
292|20170101|43690001|3.619|100|9
292|20170101|43718001|2.75|90|8
292|20170101|42092001|1.1|98|8
292|20170101|43637001|4.0040000000000004|96|8
292|20170101|43801001|1.529|89|8
292|20170101|43776001|3.8390000000000004|91|8
292|20170101|43155001|3.4210000000000003|97|8
292|20170101|42361001|1.089|99|9
292|20170101|42492001|1.6610000000000003|100|9
292|20170101|43543001|3.0690000000000004|93|8
292|20170101|42325001|7.689000000000001|89|8
292|20170101|42822001|3.08|92|8
292|20170101|42790001|20.889|109|9
292|20170101|43835001|2.475|90|8
292|20170101|43406001|5.489000000000001|99|8
292|20170101|42484001|1.4190000000000003|98|8
292|20170101|42142001|1.7270000000000003|90|8
292|20170101|42968001|3.8390000000000004|100|8
292|20170101|42677001|3.6410000000000005|98|8
293|20170101|42357001|4.059|231|23
293|20170101|43687001|2.189|115|10
293|20170101|42269001|2.189|135|12
293|20170101|42251001|1.6280000000000001|118|10
293|20170101|42314001|2.3540000000000005|238|21
293|20170101|42628001|2.7390000000000003|89|8
293|20170101|43653001|2.519|99|8
293|20170101|43051001|1.1|98|8
293|20170101|42365001|1.0230000000000001|91|8
293|20170101|42914001|2.75|101|9
293|20170101|43776001|3.8390000000000004|90|8
293|20170101|43980001|0.627|96|8
293|20170101|43563001|3.058|90|8
293|20170101|43635001|8.349|95|8
293|20170101|43119001|2.9920000000000004|97|8
293|20170101|43650001|3.674|89|8
293|20170101|44130001|6.039000000000001|112|10
293|20170101|42358001|2.079|235|23
293|20170101|43382001|2.09|93|8
293|20170101|42446001|9.669|117|10
293|20170101|42920001|3.2890000000000006|112|10
293|20170101|42807001|2.4090000000000003|99|8
293|20170101|43592001|8.239|94|8
293|20170101|42484001|1.4190000000000003|97|8
293|20170101|42929001|3.9490000000000003|90|8
293|20170101|42585001|12.089|81|7
293|20170101|43479001|3.2890000000000006|96|8
293|20170101|43277001|1.9690000000000003|98|9
293|20170101|42093001|2.7390000000000003|82|7
293|20170101|43343001|1.4190000000000003|98|9
293|20170101|42507001|1.342|94|8
293|20170101|42097001|4.389|106|9
293|20170101|43890001|1.4080000000000001|95|8
293|20170101|42578001|2.849|94|8
293|20170101|43019001|12.089|103|9
293|20170101|42256001|3.003|96|8
293|20170101|43242001|2.321|95|8
293|20170101|44055001|0.6930000000000001|92|8
293|20170101|43243001|7.689000000000001|90|8
293|20170101|42090001|5.269|91|8
293|20170101|43910001|3.2890000000000006|97|8
293|20170101|44098001|1.529|96|8
293|20170101|42705001|3.0690000000000004|100|9
293|20170101|43356001|1.4190000000000003|92|8
293|20170101|43591001|8.239|88|8
293|20170101|44104001|1.529|98|8
293|20170101|43655001|3.5640000000000005|85|8
293|20170101|42904001|4.829|112|10
293|20170101|42770001|4.389|96|8
293|20170101|43196001|3.674|95|8
293|20170101|43811001|1.0230000000000001|94|8
293|20170101|43538001|6.039000000000001|91|8
293|20170101|42371001|1.067|99|8
293|20170101|42548001|6.039000000000001|104|9
293|20170101|43012001|12.089|95|8
293|20170101|44085001|1.529|90|8
293|20170101|43556001|2.552|89|7
293|20170101|43210001|24.189|108|9
293|20170101|43237001|4.279000000000001|89|8
293|20170101|44008001|2.915|91|8
293|20170101|42769001|4.389|89|7
293|20170101|43320001|0.759|95|8
293|20170101|43682001|3.8390000000000004|91|8
293|20170101|42923001|4.829|111|9
293|20170101|42584001|4.719|133|11
293|20170101|43218001|24.189|111|9
293|20170101|43613001|1.1990000000000003|90|7
293|20170101|42835001|1.6830000000000003|94|8
293|20170101|42830001|0.902|92|8
293|20170101|42178001|3.3000000000000003|99|8
293|20170101|43314001|0.759|97|9
293|20170101|43630001|5.489000000000001|94|8
293|20170101|42940001|2.75|93|8
293|20170101|42638001|2.7390000000000003|92|8
293|20170101|44073001|1.529|101|8
293|20170101|42581001|4.1690000000000005|129|11
293|20170101|42851001|2.4090000000000003|104|10
293|20170101|42738001|1.639|94|8
293|20170101|43029001|12.089|101|9
293|20170101|43821001|2.915|95|8
293|20170101|42677001|3.6410000000000005|97|8
293|20170101|42312001|3.399|223|20
293|20170101|42742001|2.3100000000000005|98|8
293|20170101|42576001|4.719|133|11
293|20170101|43548001|15.719000000000001|98|8
293|20170101|43247001|7.689000000000001|96|8
293|20170101|42238001|1.1|96|8
293|20170101|42895001|2.75|94|8
294|20170101|42356001|2.079|239|23
294|20170101|42939001|2.75|92|9
294|20170101|44124001|3.8390000000000004|138|12
294|20170101|44017001|1.1990000000000003|90|8
294|20170101|43079001|2.4970000000000003|100|9
294|20170101|43650001|3.674|88|8
294|20170101|42410001|1.837|95|8
295|20170101|42357001|4.059|230|23
295|20170101|42653001|3.619|100|9
295|20170101|44055001|0.6930000000000001|91|8
295|20170101|43690001|3.619|99|9
295|20170101|43577001|3.4320000000000004|96|8
295|20170101|42357001|4.059|229|23
295|20170101|43386001|7.2490000000000006|105|9
295|20170101|43513001|1.6500000000000001|87|7
295|20170101|43935001|1.573|94|8
295|20170101|44055001|0.6930000000000001|90|8
295|20170101|42107001|1.4740000000000002|100|8
295|20170101|42377001|0.7480000000000001|93|8
295|20170101|42298001|8.789000000000001|92|8
295|20170101|43648001|1.529|98|8
295|20170101|43415001|0.55|90|7
295|20170101|42517001|4.719|94|8
295|20170101|43472001|4.939000000000001|94|8
295|20170101|43648001|1.529|97|8
295|20170101|42233001|3.3000000000000003|94|8
295|20170101|44059001|2.849|88|8
295|20170101|42325001|7.689000000000001|88|8
295|20170101|42884001|2.75|100|8
295|20170101|43447001|4.1690000000000005|89|7
295|20170101|43361001|1.4190000000000003|89|8
295|20170101|44035001|1.1990000000000003|103|8
295|20170101|42740001|3.0250000000000004|96|8
295|20170101|42842001|2.9260000000000006|97|8
295|20170101|42255001|3.234|91|8
295|20170101|43158001|4.301|92|8
295|20170101|42703001|3.0690000000000004|91|8
295|20170101|42781001|22.979000000000003|93|8
295|20170101|43303001|3.5090000000000003|93|8
295|20170101|42215001|0.638|90|8
295|20170101|43934001|2.4200000000000004|101|8
295|20170101|42728001|3.8390000000000004|96|8
295|20170101|43544001|8.789000000000001|96|8
295|20170101|43008001|1.859|90|8
295|20170101|42353001|6.589|103|9
295|20170101|42855001|2.189|94|8
295|20170101|43615001|6.589|95|8
295|20170101|43425001|3.8390000000000004|95|8
295|20170101|42866001|2.475|98|8
295|20170101|42877001|3.8390000000000004|95|8
295|20170101|43711001|2.7170000000000005|98|8
295|20170101|43383001|1.265|89|8
295|20170101|43807001|0.6930000000000001|95|8
295|20170101|43740001|2.112|93|8
295|20170101|43020001|12.089|101|9
295|20170101|43811001|1.0230000000000001|93|8
295|20170101|42141001|0.6050000000000001|89|8
295|20170101|42199001|3.9930000000000003|88|8
295|20170101|43544001|8.789000000000001|95|8
295|20170101|43839001|4.125|93|8
295|20170101|43808001|1.6720000000000002|99|8
295|20170101|43324001|1.4190000000000003|95|8
295|20170101|43927001|0.9680000000000001|90|8
295|20170101|42175001|3.3000000000000003|98|8
295|20170101|43034001|23.639|95|8
295|20170101|43289001|1.1990000000000003|97|9
295|20170101|43078001|3.7950000000000004|91|8
295|20170101|42468001|1.364|99|8
295|20170101|42697001|3.0690000000000004|97|8
295|20170101|43198001|4.323|92|8
295|20170101|42315001|4.389|103|10
295|20170101|43253001|3.0690000000000004|106|9
295|20170101|43772001|2.068|94|8
295|20170101|43291001|1.1990000000000003|100|9
295|20170101|43650001|3.674|87|8
295|20170101|43280001|2.7390000000000003|98|8
295|20170101|43247001|7.689000000000001|95|8
295|20170101|42651001|3.619|109|9
295|20170101|42961001|2.959|93|8
295|20170101|43682001|3.8390000000000004|90|8
295|20170101|43306001|2.7390000000000003|105|9
295|20170101|42148001|1.518|94|8
295|20170101|43793001|2.728|89|7
295|20170101|42523001|3.8390000000000004|129|11
295|20170101|42930001|2.75|108|10
295|20170101|42244001|3.9490000000000003|89|7
295|20170101|44052001|3.058|101|9
295|20170101|43733001|3.8720000000000003|95|8
295|20170101|43462001|15.609|92|8
295|20170101|43850001|1.859|92|8
295|20170101|42446001|9.669|116|10
295|20170101|42956001|1.4410000000000003|99|8
295|20170101|43161001|2.178|89|8
295|20170101|44044001|1.4190000000000003|102|9
295|20170101|43523001|2.6510000000000002|97|8
295|20170101|44081001|2.519|92|8
295|20170101|42359001|4.059|254|23
296|20170101|42355001|4.059|235|23
296|20170101|42526001|4.389|139|12
296|20170101|42148001|1.518|93|8
296|20170101|42666001|7.689000000000001|95|8
296|20170101|43818001|3.7290000000000005|98|8
296|20170101|42779001|12.089|99|8
296|20170101|42825001|1.353|105|9
296|20170101|44020001|1.1990000000000003|100|9
296|20170101|43903001|1.4740000000000002|94|8
296|20170101|43865001|1.9690000000000003|96|8
296|20170101|42941001|2.75|114|10
296|20170101|43609001|8.239|87|8
296|20170101|43916001|1.7050000000000003|90|8
296|20170101|43081001|2.321|94|8
296|20170101|43482001|4.389|93|8
296|20170101|42471001|0.8470000000000001|97|9
296|20170101|43264001|2.7390000000000003|92|8
296|20170101|42170001|3.3000000000000003|92|8
296|20170101|43965001|1.4190000000000003|95|8
296|20170101|43001001|4.048000000000001|84|8
296|20170101|42597001|1.1|84|7
296|20170101|43750001|1.606|98|8
296|20170101|43206001|2.9260000000000006|89|8
296|20170101|43664001|2.0130000000000003|97|8
296|20170101|43602001|8.349|89|8
296|20170101|42619001|11.539000000000001|99|9
296|20170101|44029001|0.8690000000000001|105|9
296|20170101|42596001|7.469|90|8
296|20170101|43842001|4.378|97|8
296|20170101|42365001|1.0230000000000001|90|8
296|20170101|42979001|4.059|90|8
296|20170101|42135001|2.156|100|8
296|20170101|42756001|7.2490000000000006|101|8
296|20170101|43968001|1.4190000000000003|95|8
296|20170101|43213001|24.189|109|9
296|20170101|42922001|3.2890000000000006|106|9
296|20170101|44150001|4.059|99|8
296|20170101|43308001|1.859|96|8
296|20170101|43362001|0.9790000000000001|95|8
296|20170101|44012001|2.519|114|10
296|20170101|42739001|2.563|89|8
296|20170101|43626001|3.619|94|8
296|20170101|42947001|1.32|96|8
296|20170101|44109001|4.829|90|8
296|20170101|42838001|1.9580000000000002|93|8
296|20170101|42623001|3.2890000000000006|108|9
296|20170101|43842001|4.378|96|8
296|20170101|43640001|8.789000000000001|102|8
296|20170101|44004001|3.5090000000000003|94|8
296|20170101|42111001|3.08|96|8
296|20170101|43416001|4.939000000000001|90|8
296|20170101|42850001|1.859|135|12
296|20170101|42390001|2.75|101|9
296|20170101|42438001|0.9790000000000001|105|9
296|20170101|42517001|4.719|93|8
296|20170101|43278001|2.7390000000000003|114|9
296|20170101|42156001|0.8690000000000001|100|8
296|20170101|43923001|1.9800000000000002|101|9
296|20170101|43887001|4.378|93|8
296|20170101|42425001|3.5090000000000003|90|8
296|20170101|42467001|2.959|82|7
296|20170101|42691001|4.279000000000001|94|8
296|20170101|43689001|2.189|117|10
296|20170101|42741001|4.235|97|8
296|20170101|42825001|1.353|104|9
296|20170101|42828001|2.0020000000000002|105|9
296|20170101|44014001|1.4190000000000003|88|8
296|20170101|43993001|4.114000000000001|93|8
296|20170101|42562001|2.959|120|11
296|20170101|42833001|1.6720000000000002|93|8
296|20170101|42435001|0.9790000000000001|95|8
296|20170101|42737001|2.4970000000000003|94|8
296|20170101|42085001|3.2890000000000006|94|8
296|20170101|43675001|0.77|100|9
296|20170101|44012001|2.519|113|10
296|20170101|43420001|3.2890000000000006|90|8
296|20170101|42486001|1.2210000000000003|94|8
296|20170101|43109001|1.826|91|8
296|20170101|42497001|1.826|90|8
296|20170101|43270001|1.859|99|8
297|20170101|42355001|4.059|234|23
297|20170101|42923001|4.829|110|9
297|20170101|42584001|4.719|132|11
297|20170101|42349001|2.4090000000000003|128|12
297|20170101|43431001|3.8390000000000004|91|8
297|20170101|43373001|0.9790000000000001|97|8
297|20170101|42817001|2.959|98|8
297|20170101|42523001|3.8390000000000004|128|11
297|20170101|43191001|3.0690000000000004|96|8
297|20170101|43149001|4.246|94|8
297|20170101|42778001|5.159000000000001|136|12
297|20170101|42230001|3.3000000000000003|95|8
297|20170101|43341001|1.4190000000000003|94|9
297|20170101|43217001|24.189|98|8
297|20170101|44086001|1.529|94|8
297|20170101|43957001|0.9790000000000001|98|8
297|20170101|43422001|3.2890000000000006|93|8
297|20170101|44017001|1.1990000000000003|89|8
297|20170101|43594001|8.239|89|8
297|20170101|42460001|3.102|91|8
297|20170101|43376001|0.9790000000000001|98|9
297|20170101|42102001|8.019|93|8
297|20170101|44138001|3.1570000000000005|94|8
297|20170101|42093001|2.7390000000000003|81|7
297|20170101|42311001|2.519|236|22
297|20170101|43893001|2.0240000000000005|92|8
297|20170101|44072001|1.529|89|7
297|20170101|43415001|0.55|89|7
297|20170101|42086001|2.2|96|8
298|20170101|42357001|4.059|228|23
298|20170101|43395001|4.1690000000000005|113|10
298|20170101|43527001|5.489000000000001|137|12
298|20170101|42576001|4.719|132|11
298|20170101|42459001|1.4410000000000003|97|8
298|20170101|44001001|1.9910000000000003|96|8
298|20170101|42314001|2.3540000000000005|237|21
298|20170101|43724001|3.2450000000000006|95|8
298|20170101|43075001|3.9820000000000007|93|8
298|20170101|43373001|0.9790000000000001|96|8
298|20170101|43869001|1.9690000000000003|98|8
298|20170101|42581001|4.1690000000000005|128|11
298|20170101|42310001|1.089|94|8
298|20170101|43359001|1.4190000000000003|94|8
298|20170101|44074001|1.529|94|8
299|20170101|44019001|1.1990000000000003|101|8
299|20170101|42610001|12.089|105|9
299|20170101|42612001|12.089|107|9
299|20170101|43739001|3.8390000000000004|89|8
299|20170101|43332001|1.4190000000000003|97|9
299|20170101|42219001|2.09|104|9
299|20170101|43323001|1.4190000000000003|97|8
299|20170101|43373001|0.9790000000000001|95|8
299|20170101|42386001|4.0040000000000004|84|7
299|20170101|43244001|6.039000000000001|90|8
299|20170101|42602001|20.889|108|9
299|20170101|44018001|1.1990000000000003|92|8
299|20170101|43212001|12.089|91|8
299|20170101|42966001|4.939000000000001|93|8
299|20170101|43857001|4.389|90|8
299|20170101|42350001|2.4090000000000003|139|12
299|20170101|43818001|3.7290000000000005|97|8
299|20170101|43588001|0.902|94|8
299|20170101|43335001|0.759|98|8
299|20170101|42349001|2.4090000000000003|127|12
299|20170101|43093001|3.0250000000000004|96|8
299|20170101|42575001|4.389|126|11
299|20170101|43532001|6.039000000000001|91|8
300|20170101|43379001|3.2890000000000006|97|8
300|20170101|43011001|12.089|99|8
300|20170101|42581001|4.1690000000000005|127|11
300|20170101|43451001|3.2890000000000006|92|8
300|20170101|43435001|2.959|84|7
300|20170101|43338001|1.4190000000000003|87|8
300|20170101|43637001|4.0040000000000004|95|8
300|20170101|42669001|3.619|89|8
300|20170101|42729001|3.2890000000000006|99|8
300|20170101|44050001|1.6940000000000002|96|8
300|20170101|43121001|2.101|100|8
300|20170101|42848001|2.189|92|8
300|20170101|44093001|3.2890000000000006|88|8
300|20170101|44118001|1.375|93|8
300|20170101|43428001|3.8390000000000004|98|8
300|20170101|43249001|7.689000000000001|96|8
300|20170101|43464001|3.619|96|8
300|20170101|43999001|3.9050000000000002|87|8
300|20170101|43535001|8.789000000000001|91|8
300|20170101|42866001|2.475|97|8
300|20170101|42140001|1.7050000000000003|91|8
300|20170101|43909001|1.826|93|8
300|20170101|42214001|3.1350000000000002|91|8
300|20170101|42826001|1.54|110|10
300|20170101|43090001|1.6940000000000002|95|8
300|20170101|43246001|1.7490000000000003|89|8
300|20170101|43923001|1.9800000000000002|100|9
300|20170101|43539001|8.789000000000001|82|7
300|20170101|43147001|2.8930000000000002|94|8
300|20170101|42461001|1.4300000000000002|88|7
300|20170101|42495001|4.07|97|8
300|20170101|43121001|2.101|99|8
300|20170101|44065001|1.529|93|8
300|20170101|43358001|1.4190000000000003|95|8
300|20170101|44128001|2.574|98|8
300|20170101|43781001|2.915|95|8
300|20170101|43032001|24.739|89|8
300|20170101|42262001|1.276|85|8
300|20170101|42145001|2.431|91|8
300|20170101|42583001|4.719|131|11
300|20170101|44017001|1.1990000000000003|88|8
300|20170101|44111001|4.829|89|8
300|20170101|43633001|5.489000000000001|95|8
300|20170101|43859001|5.7090000000000005|99|8
300|20170101|42479001|1.8920000000000001|95|8
300|20170101|42231001|3.3000000000000003|99|8
300|20170101|42142001|1.7270000000000003|89|8
300|20170101|43975001|1.4190000000000003|93|8
